ID,Ticker,Year,Revenue_Income Statement,Cost of Goods Sold_Income Statement,Gross Profit_Income Statement,"Sales, General, & Administrative_Income Statement",Total Operating Expenses_Income Statement,Operating Profit_Income Statement,Net Interest Income_Income Statement,Other Non-Operating Income_Income Statement,Pre-Tax Income_Income Statement,Income Tax_Income Statement,Net Income_Income Statement,Shares (Basic)_Income Statement,Shares (Diluted)_Income Statement,Cash & Equivalents_Balance Sheet,Accounts Receivable_Balance Sheet,Inventories_Balance Sheet,Other Current Assets_Balance Sheet,Total Current Assets_Balance Sheet,"Property, Plant, & Equipment (Net)_Balance Sheet",Goodwill_Balance Sheet,Other Intangible Assets_Balance Sheet,Other Assets_Balance Sheet,Total Assets_Balance Sheet,Accounts Payable_Balance Sheet,Accrued Liabilities_Balance Sheet,Short-Term Debt_Balance Sheet,Deferred Revenue_Balance Sheet,Total Current Liabilities_Balance Sheet,Long-Term Debt_Balance Sheet,Other Liabilities_Balance Sheet,Total Liabilities_Balance Sheet,Retained Earnings_Balance Sheet,Paid-in Capital_Balance Sheet,Common Stock_Balance Sheet,AOCI_Balance Sheet,Shareholders' Equity_Balance Sheet,Liabilities & Equity_2_Balance Sheet,Net Income_Cash Flow,Depreciation & Amortization_Cash Flow,Change in Working Capital_Cash Flow,Change in Deferred Tax_Cash Flow,Stock-Based Compensation_Cash Flow,Other_Cash Flow,Cash From Operations_Cash Flow,"Property, Plant, & Equipment_Cash Flow",Acquisitions_Cash Flow,Investments_Cash Flow,Other_2_Cash Flow,Cash From Investing_Cash Flow,Net Issuance of Common Stock_Cash Flow,Net Issuance of Debt_Cash Flow,Other_3_Cash Flow,Cash From Financing_Cash Flow,Free Cash Flow_Cash Flow,Return on Assets_Key Ratios,Return on Equity_Key Ratios,Return on Invested Capital_Key Ratios,Return on Capital Employed_Key Ratios,Return on Tangible Capital Employed_Key Ratios,Gross Margin_Key Ratios,EBITDA Margin_Key Ratios,Operating Margin_Key Ratios,Pretax Margin_Key Ratios,Net Margin_Key Ratios,Free Cash Margin_Key Ratios,Assets to Equity_Key Ratios,Equity to Assets_Key Ratios,Debt to Equity_Key Ratios,Debt to Assets_Key Ratios,Revenue_Key Ratios,Gross Profit_Key Ratios,EBITDA_Key Ratios,Operating Income_Key Ratios,Pretax Income_Key Ratios,Net Income_Key Ratios,Diluted EPS_Key Ratios,Diluted Shares_Key Ratios,PP&E_Key Ratios,Total Assets_Key Ratios,Equity_Key Ratios,Cash from Operations_Key Ratios,Capital Expenditures_Key Ratios,Free Cash Flow_Key Ratios,Free Cash Flow_2_Key Ratios,Book Value_Key Ratios,Tangible Book Value_Key Ratios,Revenue_2_Key Ratios,EBITDA_2_Key Ratios,Operating Income_2_Key Ratios,Diluted EPS_2_Key Ratios,Free Cash Flow_3_Key Ratios,Book Value_2_Key Ratios,Tangible Book Value_2_Key Ratios,Market Capitalization_Key Ratios,Price-to-Earnings_Key Ratios,Price-to-Book_Key Ratios,Price-to-Sales_Key Ratios,Other Current Liabilities_Balance Sheet
AAL_2015,AAL,2015,40.99,27.967,13.023,1.394,5.768,7.255,-841.0,-1.798,4.616,2.994,7.61,668.0,687.0,390.0,1.425,863.0,1.443,9.985,27.51,4.091,2.249,4.58,48.415,1.563,3.539,2.231,6.272,13.605,18.33,2.728,42.78,-1.23,11.591,6.0,-4.732,5.635,48.415,7.61,1.609,-186.0,-3.014,284.0,-54.0,6.249,-6.116,-126.5,443.0,79.0,-5.594,-3.846,2.856,9.0,-1.259,133.0,16.6,198.8,33.1,21.2,26.0,31.8,21.6,17.7,11.3,18.6,0.3,8.6,0.1,3.6,0.4,-3.9,21.6,35.1,43.7,43.7,164.1,181.7,-6.4,19.2,12.0,178.8,102.9,-15.9,106.1,133.0,5.635,-705.0,59.63,12.9,10.55,11.07,0.19,8.2,-1.03,25.278,3.32,4.49,0.62,87.37152798982189
AAL_2016,AAL,2016,40.142,28.416,11.726,1.323,5.957,5.769,-928.0,-689.0,4.152,-1.568,2.584,552.0,556.0,322.0,1.594,1.094,1.277,10.324,31.159,4.091,2.173,3.527,51.274,1.592,3.724,1.855,6.701,13.872,22.489,3.286,47.489,1.64,7.223,5.0,-5.083,3.785,51.274,2.584,1.818,401.0,1.556,100.0,65.0,6.524,-5.606,-126.5,-149.0,53.0,-5.702,-4.5,3.874,-44.0,-894.0,918.0,5.2,54.9,9.5,15.1,18.1,29.2,18.9,14.4,10.3,6.4,2.3,13.5,0.1,6.4,0.5,-2.1,-10.0,-14.4,-20.5,-10.1,-66.0,-58.0,-19.1,13.3,5.9,-32.8,4.4,8.3,590.2,918.0,3.785,-2.479,72.18,13.64,10.37,4.65,1.65,6.81,-4.46,23.686,9.17,6.26,0.59,87.37152798982189
AAL_2017,AAL,2017,42.622,31.292,11.33,1.477,6.51,4.82,-959.0,-466.0,3.395,-2.113,1.282,489.0,492.0,295.0,1.752,1.359,969.0,9.146,34.156,4.091,2.203,3.189,52.785,1.688,3.953,2.554,7.163,15.358,22.511,2.498,53.565,-1.345,5.714,5.0,-5.154,-780.0,52.785,1.282,2.017,-721.0,2.089,90.0,-13.0,4.744,-5.024,-203.0,1.591,48.44444444444444,-3.636,-1.615,726.0,-58.0,-1.145,-280.0,2.5,85.3,4.9,12.2,14.5,26.6,16.0,11.3,8.0,3.0,-0.7,-67.7,-0.0,-32.1,0.5,6.2,-3.4,-9.9,-16.4,-18.2,-50.4,-43.9,-11.6,9.6,2.9,-120.6,-27.3,10.4,-130.5,-280.0,-780.0,-7.074,86.68,13.91,9.8,2.61,-0.57,-1.59,-14.39,24.741,19.3,-31.72,0.58,87.37152798982189
AAL_2018,AAL,2018,44.541,34.49,10.051,1.52,6.608,3.443,-938.0,-621.0,1.884,-472.0,1.412,464.0,466.0,275.0,1.706,1.522,649.0,8.637,43.249,4.091,2.137,2.466,60.58,1.773,3.769,3.294,7.606,18.096,21.179,1.393,60.749,758.0,4.964,5.0,-5.896,-169.0,60.58,1.412,2.159,-566.0,440.0,86.0,2.0,3.533,-2.538,-126.5,500.0,65.0,-1.973,-837.0,-587.0,-62.0,-1.672,995.0,2.5,-297.6,5.0,8.0,9.4,22.6,12.6,7.7,4.2,3.2,2.2,-358.5,-0.0,-191.6,0.5,4.5,-11.3,-18.1,-28.6,-44.5,10.1,16.1,-5.3,26.6,14.8,78.3,-25.5,49.5,455.4,995.0,-169.0,-6.397,95.65,12.03,7.39,3.03,2.14,-0.36,-13.74,14.79,10.47,-87.52,0.33,87.37152798982189
AAL_2019,AAL,2019,45.768,34.636,11.132,2.004,7.432,3.7,-968.0,-476.0,2.256,-570.0,1.686,443.0,444.0,280.0,1.75,1.851,779.0,8.206,43.732,4.091,2.084,1.882,59.995,2.062,3.679,2.861,8.001,18.311,21.454,1.453,60.113,2.264,3.945,4.0,-6.331,-118.0,59.995,1.686,2.318,-867.0,560.0,94.0,24.0,3.815,-3.462,-126.5,960.0,259.0,-2.243,-1.097,-230.0,-63.0,-1.568,353.0,2.8,32.07777777777778,5.3,8.2,9.5,24.3,13.1,8.1,4.9,3.7,0.8,-508.4,-0.0,-268.9,0.5,2.8,10.8,7.4,7.5,19.7,19.4,25.1,-4.6,1.1,-1.0,30.2,8.0,-36.4,-64.5,353.0,-118.0,-6.293,103.02,13.55,8.33,3.79,0.79,-0.27,-14.16,12.281,7.28,-104.08,0.27,87.37152798982189
AAL_2020,AAL,2020,17.337,24.563,-7.226,666.0,3.852,-11.078,-1.186,811.0,-11.453,2.568,-8.885,484.0,484.0,245.0,1.342,1.614,1.275,11.095,39.738,4.091,2.029,5.055,62.008,1.196,4.135,2.797,6.79,16.569,29.796,1.502,68.875,-6.664,6.894,6.0,-7.103,-6.867,62.008,-8.885,2.37,1.217,-2.568,91.0,1.232,-6.543,-1.115,41.0,-3.07,-198.0,-4.342,2.797,8.245,-5.0,10.994,-7.658,-14.6,254.4,-27.7,-23.9,-27.5,-41.7,-50.2,-63.9,-66.1,-51.2,-44.2,-9.0,-0.1,-5.7,0.6,-62.1,-164.9,-244.7,-399.4,-607.7,-627.0,-584.4,8.9,-9.1,3.4,20.200000000000003,-271.5,67.8,139.84444444444446,-7.658,-6.867,-12.987,35.83,-18.0,-22.89,-18.36,-15.83,-14.19,-26.84,9.801,-1.1,-1.43,0.57,87.37152798982189
AAL_2021,AAL,2021,29.882,29.855,27.0,1.098,5.092,-5.065,-1.782,4.299,-2.548,555.0,-1.993,644.0,644.0,273.0,1.505,1.795,1.605,17.336,37.387,4.091,1.988,5.665,66.467,1.772,4.255,2.489,8.983,19.006,35.571,1.328,73.807,-8.638,7.234,6.0,-5.942,-7.34,66.467,-1.993,2.335,1.041,-555.0,98.0,-222.0,704.0,-38.0,-23.0,-5.531,-391.0,-5.983,442.0,4.847,-1.0,5.288,666.0,-3.1,28.1,-5.7,-10.3,-11.8,0.1,-9.1,-17.0,-8.5,-6.7,2.2,-9.1,-0.1,-6.1,0.7,72.4,100.4,68.6,54.3,77.8,77.6,83.2,33.1,-5.9,7.2,-6.9,110.8,96.6,108.7,666.0,-7.34,-13.419,46.4,-4.24,-7.86,-3.09,1.03,-11.4,-20.84,11.633,-5.84,-1.58,0.39,87.37152798982189
AAL_2022,AAL,2022,48.971,39.934,9.037,1.815,7.237,1.8,-1.746,132.0,186.0,-59.0,127.0,650.0,655.0,440.0,2.138,2.279,1.887,15.269,38.294,4.091,2.059,5.003,64.716,2.149,4.694,3.274,9.914,21.496,32.389,1.258,70.515,-8.511,7.291,6.0,-4.585,-5.799,64.716,127.0,2.298,-182.0,65.0,78.0,-213.0,2.173,-2.759,-321.0,3.715,1.0,636.0,-21.0,-2.683,73.0,-2.631,-586.0,0.2,-1.9,0.3,3.7,4.3,18.5,8.4,3.7,0.4,0.3,-1.2,-11.2,-0.1,-7.3,0.7,63.9,-3.222222222222221,250.1,135.5,107.3,106.4,106.1,1.7,2.4,-2.6,21.0,208.7,23.188888888888886,-188.0,-586.0,-5.799,-11.949,74.75,6.26,2.75,0.19,-0.89,-8.85,-18.24,8.276,65.17,-1.43,0.17,87.37152798982189
AAL_2023,AAL,2023,52.788,40.978,11.81,1.799,7.805,4.005,-1.554,-1.33,1.121,-299.0,822.0,654.0,720.0,578.0,2.026,2.4,1.568,13.572,38.703,4.091,2.051,4.641,63.058,2.353,5.115,3.632,9.653,22.062,29.27,1.558,68.26,-7.689,7.374,7.0,-4.894,-5.202,63.058,822.0,2.254,236.0,299.0,102.0,90.0,3.803,-2.366,-126.5,1.538,326.0,-502.0,-53.032625,-2.896,-310.0,-3.206,1.437,1.3,-14.9,2.3,8.8,10.2,22.4,11.9,7.6,2.1,1.6,2.7,-12.1,-0.1,-7.6,0.6,7.8,30.7,52.7,122.5,502.7,547.2,536.8,9.9,1.1,-2.6,10.3,75.0,14.2,345.2,1.437,-5.202,-11.344,73.35,8.7,5.57,1.21,2.0,-7.23,-15.76,8.99,10.94,-1.73,0.17,87.37152798982189
AAL_2024,AAL,2024,54.211,42.746,11.465,1.812,8.241,3.224,-1.466,-604.0,1.154,-308.0,846.0,657.0,721.0,804.0,2.006,2.638,1.526,13.154,38.46,4.091,2.044,4.034,61.783,2.455,5.111,5.322,10.315,24.295,25.154,1.709,65.76,-6.843,7.424,7.0,-4.565,-3.977,61.783,846.0,2.245,815.0,308.0,92.0,-323.0,3.983,-2.029,-126.5,819.0,242.0,-968.0,-53.032625,-2.797,3.0,-2.794,1.954,1.4,-18.4,2.5,7.4,8.6,21.1,10.1,5.9,2.1,1.6,3.6,-15.5,-0.1,-9.2,0.6,2.7,-2.9,-12.6,-19.5,2.9,2.9,2.5,0.2,-0.6,-2.0,23.5,4.7,14.2,36.0,1.954,-3.977,-10.112,75.16,7.58,4.47,1.24,2.71,-5.51,-14.02,11.461,13.55,-2.88,0.21,87.37152798982189
AAPL_2015,AAPL,2015,233.715,140.089,93.626,14.329,22.396,71.23,2.188,-903.0,72.515,-19.121,53.394,23.014,23.172,21.12,30.343,2.349,15.085,89.378,22.471,5.116,3.893,5.422,290.345,35.49,25.181,10.999,8.94,80.61,53.329,9.365,170.99,92.284,65.71877432506888,27.416,-345.0,119.355,290.345,53.394,11.257,11.262,1.382,3.586,385.0,81.266,-11.247,-343.0,-44.417,-26.0,-56.274,-34.71,29.305,-750.0,-17.716,70.019,20.5,46.2,32.3,36.0,37.7,40.1,35.3,30.5,31.0,22.8,30.0,2.4,0.4,0.5,0.2,27.9,32.7,36.5,35.7,35.6,35.1,42.9,-5.4,9.0,25.2,7.0,36.1,-17.5,39.6,70.019,119.355,110.346,10.09,3.56,3.07,2.31,3.02,5.15,4.76,615.448,11.53,5.16,2.63,42.89125
AAPL_2016,AAPL,2016,215.639,131.376,84.263,14.194,24.239,60.024,2.543,-1.195,61.372,-15.685,45.687,21.883,22.001,20.484,29.299,2.132,8.283,106.869,27.01,5.414,3.206,8.757,321.686,37.294,22.027,11.605,8.08,79.006,75.427,10.055,193.437,96.364,65.71877432506888,31.251,634.0,128.249,321.686,45.687,10.505,405.0,4.938,4.21,486.0,66.231,-12.734,-297.0,-32.022,-110.0,-45.977,-29.227,22.057,-1.57,-20.89,53.497,14.9,36.9,22.9,25.3,26.2,39.1,32.7,27.8,28.5,21.2,24.8,2.5,0.4,0.7,0.3,-7.7,-10.0,-14.5,-15.7,-15.4,-14.4,-9.8,-5.1,20.2,10.8,7.5,-18.5,-13.2,-23.6,53.497,128.249,119.629,9.8,3.21,2.73,2.08,2.43,5.83,5.44,603.2,13.2,4.7,2.8,42.89125
AAPL_2017,AAPL,2017,229.234,141.048,88.186,15.261,26.842,61.344,2.878,-133.0,64.089,-15.738,48.351,20.869,21.007,20.289,35.673,4.855,13.936,128.645,33.783,5.265,3.5495,18.177,375.319,44.242,23.604,18.473,7.548,100.814,97.207,8.911,241.272,98.33,65.71877432506888,35.867,-150.0,134.047,375.319,48.351,10.157,-4.923,5.966,4.84,-166.0,64.225,-12.451,-329.0,-33.542,220.0,-46.446,-32.345,29.014,-1.874,-17.974,51.774,13.9,36.9,20.8,22.4,22.8,38.5,31.2,26.8,28.0,21.1,22.6,2.8,0.4,0.9,0.3,6.3,4.7,1.4,2.2,4.4,5.8,10.8,-4.5,25.1,16.7,4.5,-3.0,2.2,-3.2,51.774,134.047,134.047,10.91,3.4,2.92,2.3,2.46,6.38,6.38,790.05,16.34,5.89,3.45,30.551
AAPL_2018,AAPL,2018,265.595,163.756,101.839,16.705,30.941,70.898,2.446,-441.0,72.903,-13.372,59.531,19.822,20.0,25.913,48.995,3.956,12.087,131.339,41.304,5.265,3.5495,22.283,365.725,55.888,23.604,20.748,5.966,115.929,93.735,48.914,258.578,70.4,65.71877432506888,40.201,-3.454,107.147,365.725,59.531,10.903,34.694,-32.59,5.34,-444.0,77.434,-13.313,-721.0,30.845,-745.0,16.066,-72.069,432.0,-2.527,-87.876,64.121,16.1,49.4,25.3,25.2,25.2,38.3,30.8,26.7,27.4,22.4,24.1,3.4,0.3,1.1,0.3,15.9,15.5,14.4,15.6,13.8,23.1,29.4,-4.8,22.3,-2.6,-20.1,20.6,-6.9,23.8,64.121,107.147,107.147,13.28,4.09,3.54,2.98,3.21,5.36,5.36,750.9512500000001,18.03,10.02,4.04,33.327
AAPL_2019,AAPL,2019,260.174,161.782,98.392,18.245,34.462,63.93,1.385,422.0,65.737,-10.481,55.256,18.471,18.596,48.844,45.804,4.106,12.352,162.819,37.378,5.265,3.5495,32.978,338.516,46.236,23.604,16.24,5.522,105.718,91.807,50.503,248.028,45.898,65.71877432506888,45.174,-584.0,90.488,338.516,55.256,12.547,-3.488,-340.0,6.068,-652.0,69.391,-10.495,-624.0,58.093,-1.078,45.896,-66.116,-7.819,-2.922,-90.976,58.896,15.7,55.9,26.3,24.6,24.6,37.8,29.4,24.6,25.3,21.2,22.6,3.7,0.3,1.2,0.3,-2.0,-3.4,-6.5,-9.8,-9.8,-7.2,-0.3,-7.0,-9.5,-7.4,-15.5,-10.4,21.2,-8.1,58.896,90.488,90.488,13.99,4.11,3.44,2.97,3.17,4.87,4.87,995.107,18.01,11.0,3.82,37.72
AAPL_2020,AAPL,2020,274.515,169.559,104.956,19.916,38.668,66.288,890.0,-87.0,67.091,-9.68,57.411,17.352,17.528,38.016,37.445,4.061,11.264,143.713,45.336,5.265,3.5495,33.952,323.888,42.296,23.604,13.769,6.643,105.392,98.667,46.108,258.549,14.966,65.71877432506888,50.779,-406.0,65.339,323.888,57.411,11.056,5.69,-215.0,6.829,-97.0,80.674,-7.309,-1.524,5.453,-909.0,-4.289,-71.478,2.499,-3.76,-86.82,73.365,17.3,73.7,29.8,27.5,27.5,38.2,28.2,24.1,24.4,20.9,26.7,5.0,0.2,1.8,0.4,5.5,6.7,1.1,3.7,2.1,3.9,10.4,-5.7,21.3,-4.3,-27.8,16.3,30.4,24.6,73.365,65.339,65.339,15.66,4.41,3.78,3.28,4.19,3.73,3.73,750.9512500000001,34.25,30.09,7.16,41.224
AAPL_2021,AAPL,2021,365.817,212.981,152.836,21.973,43.887,108.949,198.0,60.0,109.207,-14.527,94.68,16.701,16.865,34.94,51.506,6.58,14.111,134.836,49.527,5.265,3.5495,38.762,351.002,54.763,23.604,15.613,7.612,125.481,109.106,43.05,287.912,5.562,65.71877432506888,57.365,163.0,63.09,351.002,94.68,11.284,-4.911,-4.774,7.906,-147.0,104.038,-11.085,-33.0,-3.075,-352.0,-14.545,-84.866,12.665,-6.685,-93.353,92.953,28.1,147.4,49.3,46.0,46.0,41.8,32.9,29.8,29.9,25.9,25.4,5.6,0.2,2.1,0.4,33.3,45.6,55.5,64.4,62.8,64.9,71.0,-3.8,9.2,8.4,-3.4,29.0,-51.7,26.7,92.953,63.09,63.09,21.69,7.13,6.46,5.61,5.51,3.74,3.74,750.9512500000001,24.55,36.84,6.35,45.965
AAPL_2022,AAPL,2022,394.328,223.546,170.782,25.094,51.345,119.437,-106.0,-228.0,119.103,-19.3,99.803,16.216,16.326,23.646,60.932,4.946,21.223,135.405,42.117,5.265,3.5495,54.428,352.755,64.115,23.604,21.11,7.912,153.982,98.959,38.394,302.083,-3.068,65.71877432506888,64.849,-11.109,50.672,352.755,99.803,11.104,1.2,895.0,9.038,111.0,122.151,-10.708,-306.0,-9.56,-1.78,-22.354,-89.402,-123.0,-6.383,-110.749,111.443,28.4,175.5,52.6,51.8,51.8,43.3,33.1,30.3,30.2,25.3,28.3,7.0,0.1,2.6,0.4,7.8,11.7,8.6,9.6,9.1,5.4,8.9,-3.2,-15.0,0.5,-19.7,17.4,3.4,19.9,111.443,50.672,50.672,24.15,8.0,7.32,6.11,6.83,3.1,3.1,750.9512500000001,22.08,43.48,5.59,52.63
AAPL_2023,AAPL,2023,383.285,214.137,169.148,24.932,54.847,114.301,-183.0,-382.0,113.736,-16.741,96.995,15.744,15.813,29.965,60.985,6.331,14.695,143.566,43.715,5.265,3.5495,64.758,352.583,62.611,23.604,15.807,8.061,145.308,95.281,49.848,290.437,-214.0,65.71877432506888,73.812,-11.452,62.146,352.583,96.995,11.519,-6.577,39.36525,10.833,-2.227,110.543,-10.959,-331.8155,16.001,-1.337,3.705,-77.55,-9.901,-6.012,-108.488,99.584,27.5,171.9,54.7,51.6,51.6,44.1,32.8,29.8,29.7,25.3,26.0,5.7,0.2,1.8,0.3,-2.8,-1.0,-3.6,-4.3,-4.5,-2.8,0.3,-3.1,3.8,-0.0,22.6,-9.5,-2.3,-10.6,99.584,62.146,62.146,24.24,7.96,7.23,6.13,6.3,3.93,3.93,750.9512500000001,27.45,42.84,6.95,50.01
AAPL_2024,AAPL,2024,391.035,210.352,180.683,26.097,57.467,123.216,90.04888888888888,269.0,123.485,-29.749,93.736,15.344,15.408,29.943,66.243,7.286,14.287,152.987,45.68,5.265,3.5495,74.834,364.98,68.96,23.604,20.879,8.249,176.392,85.75,45.888,308.03,-19.154,65.71877432506888,83.276,-7.172,56.95,341.31322222222224,93.736,11.445,3.651,39.36525,11.688,-2.266,118.254,-9.447,-331.8155,13.69,-1.308,2.935,-94.949,-5.998,-5.802,-121.983,108.807,26.1,157.4,55.7,57.0,57.0,46.2,34.4,31.5,31.6,24.0,27.8,6.4,0.2,1.9,0.3,2.0,6.8,7.0,7.8,8.6,-3.4,-0.8,-2.6,4.5,3.5,-8.4,7.0,13.8,9.3,108.807,56.95,56.95,25.38,8.74,8.0,6.08,7.06,3.7,3.7,750.9512500000001,37.58,61.85,9.01,51.703
ADBE_2015,ADBE,2015,4.796,744.0,4.051,2.217,3.148,903.0,-35.0,6.0,874.0,-244.0,630.0,499.0,507.0,877.0,672.0,95.50167309872667,162.0,4.822,787.0,5.367,510.0,240.0,11.726,93.0,132.0,168.216,1.434,2.214,1.907,345.0,4.725,7.253,4.185,102.81454365773115,-169.0,7.002,11.726,630.0,339.0,332.0,-70.0,336.0,-98.0,1.47,-127.0,-826.0,-535.0,0.0,-1.488,-461.0,387.0,-127.0,-201.0,1.342,5.6,9.1,7.3,9.8,24.6,84.5,25.9,18.8,18.2,13.1,28.0,1.7,0.6,0.3,0.2,15.6,14.9,66.5,108.8,141.8,134.6,134.0,-0.3,0.3,8.7,3.3,14.1,14.3,17.8,1.342,7.002,1.125,9.46,2.45,1.78,1.24,2.65,13.81,2.22,45.53,72.32,6.5,9.49,520.0
ADBE_2016,ADBE,2016,5.854,820.0,5.035,2.486,3.541,1.494,-23.0,-35.0,1.435,-266.0,1.169,498.0,504.0,1.011,833.0,95.50167309872667,245.0,5.84,816.0,5.406,414.0,220.0,12.697,88.0,142.0,168.216,1.946,2.812,1.892,282.0,5.272,8.115,4.616,102.81454365773115,-174.0,7.425,12.697,1.169,332.0,396.0,24.0,349.0,-70.0,2.2,-204.0,-48.0,-708.0,0.0,-960.0,-929.0,0.0,-161.0,-1.091,1.996,9.6,16.2,12.8,15.4,38.8,86.0,31.2,25.5,24.5,20.0,34.1,1.7,0.6,0.3,0.1,22.1,24.3,46.9,65.4,64.2,85.7,87.1,-0.6,3.7,8.3,6.0,49.7,-60.3,48.7,1.996,7.425,1.604,11.61,3.62,2.96,2.32,3.96,14.72,3.18,50.835,43.49,6.85,8.68,555.0
ADBE_2017,ADBE,2017,7.302,1.01,6.291,2.822,4.123,2.168,-8.0,-22.0,2.138,-444.0,1.694,494.0,501.0,2.306,1.218,95.50167309872667,210.0,7.248,937.0,5.822,386.0,144.0,14.536,114.0,440.0,168.216,2.406,3.527,1.881,298.0,6.076,9.574,5.082,102.81454365773115,-112.0,8.46,14.536,1.694,326.0,388.0,52.0,454.0,-1.0,2.913,-178.0,-460.0,195.0,0.0,-443.0,-942.0,-19.125833333333336,-242.0,-1.184,2.735,12.4,21.3,17.2,20.8,48.9,86.2,34.2,29.7,29.3,23.2,37.5,1.7,0.6,0.2,0.1,24.7,25.0,36.7,45.2,49.0,44.9,45.7,-0.6,14.8,14.5,13.9,32.4,12.6,37.0,2.735,8.46,2.253,14.57,4.98,4.33,3.38,5.46,16.88,4.5,86.88,51.29,10.27,11.9,504.0
ADBE_2018,ADBE,2018,9.03,1.195,7.835,3.366,4.995,2.84,4.0,-50.0,2.794,-203.0,2.591,491.0,498.0,1.643,1.316,95.50167309872667,312.0,4.857,1.075,10.581,2.069,187.0,18.769,186.0,543.0,168.216,2.916,4.301,4.125,796.0,9.407,11.816,5.685,102.81454365773115,-148.0,9.362,18.769,2.591,346.0,943.0,-469.0,610.0,8.0,4.029,-267.0,-6.314,1.896,0.0,-4.685,-1.859,2.248,-394.0,-5.0,3.762,15.6,29.1,21.7,22.3,85.8,86.8,35.3,31.5,30.9,28.7,41.7,2.0,0.5,0.4,0.2,23.7,24.5,27.7,31.0,30.7,53.0,53.8,-0.6,14.7,29.1,10.7,38.3,-49.9,37.6,3.762,9.362,-3.288,18.13,6.4,5.7,5.2,7.55,18.8,-6.6,122.35,47.22,13.07,13.55,563.0
ADBE_2019,ADBE,2019,11.171,1.673,9.498,4.125,6.23,3.268,-89.0,26.0,3.205,-254.0,2.951,486.0,492.0,2.65,1.535,95.50167309872667,783.0,6.495,1.293,10.691,1.721,562.0,20.762,209.0,584.0,3.149,3.378,8.191,989.0,789.0,10.232,14.829,6.504,102.81454365773115,-188.0,10.53,20.762,2.951,757.0,-43.0,3.0,788.0,-34.0,4.422,-395.0,-101.0,40.0,0.0,-456.0,-2.517,-19.125833333333336,-429.0,-2.946,4.027,14.9,29.7,21.0,21.7,127.5,85.0,36.0,29.3,28.7,26.4,36.0,2.0,0.5,0.4,0.2,23.7,21.2,26.3,15.1,14.7,13.9,15.4,-1.2,20.3,10.6,12.5,9.8,-47.9,7.0,4.027,10.53,-1.882,22.71,8.18,6.64,6.0,8.18,21.4,-3.83,149.298,50.59,14.18,13.36,732.0
ADBE_2020,ADBE,2020,12.868,1.722,11.146,4.559,6.909,4.237,-73.0,12.0,4.176,1.084,5.26,481.0,485.0,4.478,1.398,95.50167309872667,756.0,8.146,2.004,10.742,1.359,2.033,24.284,306.0,562.0,168.216,3.629,5.512,4.117,752.0,11.02,19.611,7.357,102.81454365773115,-158.0,13.264,24.284,5.26,757.0,186.0,-1.501,909.0,116.0,5.727,-419.0,-224.28514285714286,5.0,0.0,-414.0,-2.78,-6.0,-702.0,-3.488,5.308,23.4,44.2,32.3,24.6,84.9,86.6,38.8,32.9,32.5,40.9,41.2,1.8,0.5,0.3,0.2,15.2,17.4,24.1,29.7,30.3,78.2,80.5,-1.4,55.0,17.0,26.0,29.5,-6.1,31.8,5.308,13.264,1.163,26.53,10.3,8.74,10.83,10.94,27.35,2.4,229.187,43.57,17.28,17.81,765.0
ADBE_2021,ADBE,2021,15.785,1.865,13.92,5.406,8.118,5.802,-96.0,-1.0,5.705,-883.0,4.822,477.0,481.0,3.844,1.878,95.50167309872667,993.0,8.669,2.116,12.668,1.82,1.968,27.241,312.0,551.0,168.216,4.733,6.932,4.123,791.0,12.444,23.905,8.428,102.81454365773115,-137.0,14.797,27.241,4.822,788.0,292.0,183.0,1.069,76.0,7.23,-348.0,-2.682,-507.0,0.0,-3.537,-3.659,-19.125833333333336,-642.0,-4.301,6.882,18.7,34.4,25.9,29.7,92.9,88.2,41.7,36.8,36.1,30.5,43.6,1.8,0.5,0.3,0.2,22.7,24.9,32.0,36.9,36.6,-8.3,-7.5,-0.8,5.6,12.2,11.6,26.2,16.9,29.7,6.882,14.797,309.0,32.82,13.7,12.06,10.02,14.31,30.76,0.64,318.179,65.98,21.5,20.16,1.066
ADBE_2022,ADBE,2022,17.606,2.165,15.441,6.187,9.343,6.098,-51.0,-39.0,6.008,-1.252,4.756,470.0,471.0,4.236,2.065,95.50167309872667,835.0,8.996,2.315,12.787,1.449,1.618,27.165,379.0,643.0,500.0,5.297,8.128,3.629,823.0,13.114,28.319,9.868,102.81454365773115,-293.0,14.051,27.165,4.756,856.0,336.0,328.0,1.44,122.0,7.838,-442.0,-126.0,-2.0,0.0,-570.0,-6.272,-19.125833333333336,-553.0,-6.825,7.396,17.5,33.0,25.1,30.6,109.7,87.7,39.5,34.6,34.1,27.0,42.0,1.9,0.5,0.3,0.2,11.5,10.9,5.5,5.1,5.3,-1.4,0.8,-2.1,9.4,-0.3,-5.0,8.4,-27.0,7.5,7.396,14.051,-185.0,37.39,14.77,12.95,10.1,15.71,29.84,-0.39,159.358,33.51,11.34,9.05,1.03
