ID,Ticker,Year,Revenue_Income Statement,Cost of Goods Sold_Income Statement,Gross Profit_Income Statement,"Sales, General, & Administrative_Income Statement",Total Operating Expenses_Income Statement,Operating Profit_Income Statement,Net Interest Income_Income Statement,Other Non-Operating Income_Income Statement,Pre-Tax Income_Income Statement,Income Tax_Income Statement,Net Income_Income Statement,Shares (Basic)_Income Statement,Shares (Diluted)_Income Statement,Cash & Equivalents_Balance Sheet,Accounts Receivable_Balance Sheet,Inventories_Balance Sheet,Other Current Assets_Balance Sheet,Total Current Assets_Balance Sheet,"Property, Plant, & Equipment (Net)_Balance Sheet",Goodwill_Balance Sheet,Other Intangible Assets_Balance Sheet,Other Assets_Balance Sheet,Total Assets_Balance Sheet,Accounts Payable_Balance Sheet,Accrued Liabilities_Balance Sheet,Short-Term Debt_Balance Sheet,Deferred Revenue_Balance Sheet,Total Current Liabilities_Balance Sheet,Long-Term Debt_Balance Sheet,Other Liabilities_Balance Sheet,Total Liabilities_Balance Sheet,Retained Earnings_Balance Sheet,Paid-in Capital_Balance Sheet,Common Stock_Balance Sheet,AOCI_Balance Sheet,Shareholders' Equity_Balance Sheet,Liabilities & Equity_2_Balance Sheet,Net Income_Cash Flow,Depreciation & Amortization_Cash Flow,Change in Working Capital_Cash Flow,Change in Deferred Tax_Cash Flow,Stock-Based Compensation_Cash Flow,Other_Cash Flow,Cash From Operations_Cash Flow,"Property, Plant, & Equipment_Cash Flow",Acquisitions_Cash Flow,Investments_Cash Flow,Other_2_Cash Flow,Cash From Investing_Cash Flow,Net Issuance of Common Stock_Cash Flow,Net Issuance of Debt_Cash Flow,Other_3_Cash Flow,Cash From Financing_Cash Flow,Free Cash Flow_Cash Flow,Return on Assets_Key Ratios,Return on Equity_Key Ratios,Return on Invested Capital_Key Ratios,Return on Capital Employed_Key Ratios,Return on Tangible Capital Employed_Key Ratios,Gross Margin_Key Ratios,EBITDA Margin_Key Ratios,Operating Margin_Key Ratios,Pretax Margin_Key Ratios,Net Margin_Key Ratios,Free Cash Margin_Key Ratios,Assets to Equity_Key Ratios,Equity to Assets_Key Ratios,Debt to Equity_Key Ratios,Debt to Assets_Key Ratios,Revenue_Key Ratios,Gross Profit_Key Ratios,EBITDA_Key Ratios,Operating Income_Key Ratios,Pretax Income_Key Ratios,Net Income_Key Ratios,Diluted EPS_Key Ratios,Diluted Shares_Key Ratios,PP&E_Key Ratios,Total Assets_Key Ratios,Equity_Key Ratios,Cash from Operations_Key Ratios,Capital Expenditures_Key Ratios,Free Cash Flow_Key Ratios,Free Cash Flow_2_Key Ratios,Book Value_Key Ratios,Tangible Book Value_Key Ratios,Revenue_2_Key Ratios,EBITDA_2_Key Ratios,Operating Income_2_Key Ratios,Diluted EPS_2_Key Ratios,Free Cash Flow_3_Key Ratios,Book Value_2_Key Ratios,Tangible Book Value_2_Key Ratios,Market Capitalization_Key Ratios,Price-to-Earnings_Key Ratios,Price-to-Book_Key Ratios,Price-to-Sales_Key Ratios,Other Current Liabilities_Balance Sheet
CVX_2024,CVX,2024,193.414,136.488,56.926,4.834,38.009,18.917,-594.0,9.183,27.506,-9.757,17.661,1.81,1.817,6.781,20.684,9.074,4.368,40.911,147.799,4.578,118.39881395523508,16.212,256.938,22.079,8.486,4.348,19.137,38.558,19.589,22.094,103.781,205.852,21.671,1.832,-3.0,153.157,256.938,17.749,16.625,100.0,1.24,195.78839349698535,-4.222,31.492,-16.448,195.0,41.0,7.276,-8.936,-15.229,3.568,-10.0,-23.472,15.044,6.8,11.3,9.8,8.4,8.5,29.4,18.4,9.8,14.2,9.1,7.8,1.7,0.6,0.2,0.1,-1.8,-5.7,-13.8,-27.9,-7.0,-17.4,-14.4,-3.4,-3.8,-1.8,-5.4,-11.6,-3.9,-23.9,15.044,153.157,148.579,106.45,19.56,10.41,9.72,8.28,84.29,81.77,256.224,14.51,1.67,1.32,87.37152798982189
DASH_2018,DASH,2018,291.0,228.0,63.0,213.0,273.0,-210.0,6.0,-115.2,-204.0,-8.0,-204.0,283.0,283.0,215.0,19.0,95.50167309872667,80.0,569.0,21.0,157.51950000000002,362.0,7.0,683.0,35.0,24.0,364.0,8.0,110.0,73.22301424580691,24.0,134.0,-485.0,50.0,102.81454365773115,-1.0,549.0,683.0,-204.0,9.0,12.0,-41.151291193670446,24.0,132.5,-159.0,-13.0,-90.66666666666667,-341.0,-3.0,-357.0,-60.0,0.0,1.0,666.0,-172.0,-15.75,-22.2,-20.26666666666667,-18.516666666666666,-23.950000000000003,21.6,-69.1,-72.2,-70.1,-70.1,-59.1,1.2,0.8,0.09999999999999999,0.05000000000000001,98.28333333333336,157.08333333333334,116.08333333333333,-26.433333333333337,-34.6,-34.69999999999999,-27.049999999999997,8.76,37.5,83.43333333333332,78.75000000000001,78.53333333333332,-113.33333333333333,128.21666666666667,-172.0,-436.0,-436.0,1.03,-0.71,-0.74,-0.73,-0.61,-1.54,-1.54,45.29,55.604000000000006,7.6819999999999995,8.08,27.0
DASH_2019,DASH,2019,885.0,523.0,362.0,839.0,978.0,-616.0,18.0,-68.0,-666.0,-1.0,-667.0,283.0,283.0,257.0,58.0,95.50167309872667,175.0,998.0,267.0,306.0,103.0,58.0,1.732,20.0,64.0,364.0,27.0,382.0,73.22301424580691,1.0,550.0,-1.152,70.0,102.81454365773115,-14.4,1.182,1.732,-667.0,32.0,60.0,-41.151291193670446,18.0,90.0,-467.0,-78.0,-315.0,-162.0,-15.0,-570.0,-286.1422,0.0,-2.0,1.109,-545.0,-55.2,-77.1,-70.3,-64.1,-81.4,40.9,-66.0,-69.6,-75.3,-75.4,-61.6,1.5,0.7,0.1,0.1,204.1,474.6,-190.5,-193.3,-226.5,-227.0,-222.7,8.76,37.5,153.6,115.3,-193.7,-500.0,-216.9,-545.0,-1.082,-1.491,3.13,-2.06,-2.18,-2.36,-1.92,-3.82,-5.27,45.29,55.604000000000006,7.6819999999999995,8.08,203.0
DASH_2020,DASH,2020,2.886,1.368,1.518,1.513,1.954,-436.0,-25.0,3.0,-458.0,-3.0,-461.0,312.0,312.0,4.345,291.0,95.50167309872667,367.0,5.517,413.0,316.0,74.0,33.0,6.353,80.0,201.0,364.0,108.0,1.402,73.22301424580691,13.0,1.653,-1.613,6.313,102.81454365773115,-14.4,4.7,6.353,-461.0,120.0,192.0,-41.151291193670446,322.0,79.0,252.0,-106.0,-28.0,-6.0,-52.0,-192.0,3.289,333.0,-8.0,3.996,146.0,-11.4,-15.7,-13.9,-13.1,-14.9,52.6,-10.9,-15.1,-15.9,-16.0,5.1,1.4,0.7,0.1,0.1,226.1,319.3,45.9,29.2,31.2,30.9,37.3,10.2,54.7,266.8,297.6,154.0,-35.9,126.8,146.0,4.7,4.31,9.25,-1.01,-1.4,-1.48,0.47,15.07,13.82,45.466,-98.63,9.67,15.75,485.0
DASH_2021,DASH,2021,4.888,2.338,2.55,2.416,3.002,-452.0,-11.0,-115.2,-463.0,-5.0,-468.0,337.0,337.0,2.504,349.0,95.50167309872667,459.0,4.565,738.0,316.0,61.0,70.0,6.809,161.0,319.0,364.0,183.0,1.76,73.22301424580691,9.0,2.142,-2.081,6.752,102.81454365773115,-4.0,4.667,6.809,-468.0,156.0,435.0,-41.151291193670446,486.0,83.0,692.0,-129.0,-90.66666666666667,-1.809,-109.0,-2.047,-286.1422,-333.0,-150.0,-483.0,563.0,-7.1,-10.0,-9.1,-8.7,-9.4,52.2,-6.1,-9.2,-9.5,-9.6,11.5,1.5,0.7,0.1,0.1,69.4,68.0,6.3,-3.7,-1.1,-1.5,6.0,8.0,78.7,7.2,-0.7,174.6,-21.7,285.6,563.0,4.667,4.29,14.51,-0.88,-1.34,-1.39,1.67,13.85,12.74,51.596,-110.25,11.06,10.56,904.0
DASH_2022,DASH,2022,6.583,3.588,2.995,2.829,4.027,-1.032,30.0,-397.0,-1.399,31.0,-1.365,371.0,371.0,1.977,400.0,95.50167309872667,799.0,4.72,1.073,2.37,765.0,340.0,9.789,157.0,344.0,364.0,251.0,2.544,73.22301424580691,21.0,3.021,-3.846,10.633,102.81454365773115,-33.0,6.768,9.789,-1.368,369.0,148.0,-41.151291193670446,889.0,329.0,367.0,-176.0,71.0,-24.0,-171.0,-300.0,-400.0,0.0,25.0,-375.0,191.0,-16.4,-23.9,-22.2,-16.8,-23.5,45.5,-10.1,-15.7,-21.3,-20.7,2.9,1.4,0.7,0.1,0.0,34.7,17.5,-124.0,-128.3,-202.2,-191.7,-164.7,10.3,45.4,43.8,45.0,-47.0,-36.4,-66.1,191.0,6.768,3.633,17.72,-1.79,-2.78,-3.68,0.51,18.22,9.78,19.112,-14.0,2.82,2.9,1.543
DASH_2023,DASH,2023,8.635,4.589,4.046,3.111,4.623,-577.0,152.0,-109.0,-534.0,-31.0,-558.0,393.0,393.0,2.656,696.0,95.50167309872667,823.0,5.597,1.148,2.432,659.0,420.0,10.839,216.0,443.0,364.0,308.0,3.41,73.22301424580691,162.0,4.026,-5.154,11.887,102.81454365773115,73.0,6.813,10.839,-565.0,509.0,530.0,-41.151291193670446,1.088,111.0,1.673,-324.0,-90.66666666666667,-16.0,-2.0,-342.0,-750.0,0.0,-2.0,-752.0,1.349,-5.4,-8.2,-7.7,-7.9,-13.7,46.9,-0.8,-6.7,-6.2,-6.5,15.6,1.6,0.6,0.1,0.0,31.2,35.1,89.7,44.1,61.8,59.1,61.4,5.8,7.0,10.7,0.7,355.9,-84.1,606.3,1.349,6.813,3.722,21.97,-0.17,-1.47,-1.42,3.43,17.34,9.47,39.875,-71.46,5.85,4.62,2.13
DASH_2024,DASH,2024,10.722,5.542,5.18,3.489,5.218,-38.0,199.0,-5.0,156.0,-39.0,123.0,412.0,430.0,4.019,865.0,95.50167309872667,1.18,7.386,1.167,2.315,510.0,632.0,12.845,321.0,588.0,364.0,396.0,4.438,73.22301424580691,129.0,5.035,-5.255,13.165,102.81454365773115,-107.0,7.81,12.845,117.0,561.0,252.0,-41.151291193670446,1.099,103.0,2.132,-330.0,-90.66666666666667,-107.0,-7.0,-444.0,-224.0,0.0,20.0,-204.0,1.802,1.0,1.7,1.6,-0.5,-0.8,48.3,4.9,-0.4,1.5,1.1,16.8,1.6,0.6,0.1,0.0,24.2,28.0,869.1,93.4,129.2,122.0,120.4,9.5,1.7,18.5,14.6,27.4,-1.9,33.6,1.802,7.81,4.985,24.92,1.22,-0.09,0.29,4.19,18.15,11.59,70.401,572.36,9.01,6.57,2.728
DUK_2015,DUK,2015,17.489,9.811,7.678,92.75965296803652,3.396,4.282,-840.0,187.0,3.629,-1.194,2.421,910.0,914.0,1.404,2.047,1.929,1.146,6.526,62.029,2.0,317.0,7.926,78.318,1.905,249.0,4.018,404.0,9.129,24.688,5.413,56.218,10.01,6.282,4.572,-130.0,22.1,78.318,2.435,2.395,-186.0,1.404,99.0,127.0,6.274,-5.674,-1.719,-6.0,119.0,-7.28,141.0,3.998,-68.0,1.7,600.0,3.3,11.4,4.9,6.2,6.2,43.9,38.2,24.5,20.8,13.8,3.4,3.5,0.3,1.3,0.4,-5.3,3.3,12.5,17.6,20.6,19.2,18.8,1.4,11.1,11.5,3.8,7.9,-8.2,5.4,600.0,21.373,21.054,19.13,7.31,4.68,2.59,0.66,23.38,23.04,42.654,17.62,2.0,2.44,2.028
DUK_2016,DUK,2016,19.896,11.366,8.53,92.75965296803652,4.043,4.487,-1.317,310.0,3.48,-951.0,2.493,951.0,958.0,1.975,3.79,2.782,1.175,9.722,79.49,6.251,970.0,10.109,109.697,2.825,518.0,4.796,558.0,12.917,42.629,7.703,82.967,10.356,9.661,4.952,-180.0,26.73,109.697,2.529,2.923,978.0,-127.0,121.0,-1.53,4.894,-7.31,-12.109,-6.0,-622.0,-20.047,3.758,13.973,98.0,15.725,-2.416,2.7,10.7,3.9,5.1,5.4,42.9,37.2,22.6,17.5,12.5,-12.1,4.1,0.2,1.9,0.4,13.8,11.1,11.0,4.8,-4.1,3.0,-1.5,4.8,28.1,40.1,21.0,-22.0,-28.8,-502.7,-2.416,26.003,18.782,20.77,7.73,4.68,2.55,-2.52,27.14,19.61,48.708,19.54,1.87,2.45,3.328
DUK_2017,DUK,2017,23.031,13.116,9.915,92.75965296803652,7.622,2.293,-1.694,469.0,1.068,-142.0,880.0,1.0,1.008,2.13,4.048,2.627,1.267,10.072,80.896,6.268,873.0,9.551,111.005,3.076,488.0,6.3,542.0,13.594,44.462,7.785,85.153,8.885,10.469,5.038,-189.0,25.852,111.005,926.0,3.457,-953.0,166.0,109.0,2.689,6.394,-7.423,-1.109,-6.0,1.348,-7.19,793.0,3.127,-261.0,951.0,-1.029,0.8,3.5,1.1,2.2,2.4,43.1,25.0,10.0,4.6,3.8,-4.5,4.3,0.2,2.1,0.5,15.8,16.2,-22.4,-48.9,-69.3,-64.7,-67.1,5.2,1.8,1.2,-3.3,30.6,-1.5,57.4,-1.029,25.528,18.387,22.85,5.7,2.27,0.84,-1.02,25.33,18.24,48.456,55.06,1.9,2.1,2.521
DUK_2018,DUK,2018,23.495,13.879,9.616,92.75965296803652,5.506,4.11,-1.842,481.0,2.749,-449.0,2.242,1.02,1.025,1.396,4.059,2.394,1.734,9.583,81.864,5.315,613.0,16.238,116.914,3.436,472.0,6.113,522.0,14.286,40.736,14.56,87.584,8.706,11.094,5.164,-203.0,29.33,116.914,2.3,3.549,276.0,94.0,125.0,601.0,6.945,-8.001,2.777,-6.0,-530.0,-5.76,1.09,-2.579,2.134,-1.813,-1.056,2.0,9.1,2.8,3.9,4.1,40.9,32.6,17.5,11.7,9.5,-4.5,4.0,0.3,1.9,0.4,2.0,-3.0,33.2,79.2,157.4,154.8,158.3,1.7,1.2,5.3,13.5,8.6,-7.8,-2.6,-1.056,29.039,23.111,22.92,7.47,4.01,2.17,-1.03,28.33,22.55,45.404,20.25,1.56,1.93,3.087
DUK_2019,DUK,2019,21.419,11.816,9.603,92.75965296803652,4.268,5.335,-1.736,2.943,6.542,-1.798,4.754,1.046,1.054,1.975,3.409,2.388,2.045,9.817,86.059,5.28,536.0,13.669,118.7,2.557,474.0,5.044,496.0,12.546,41.798,12.011,86.65,10.877,11.734,5.257,-321.0,32.05,118.7,4.744,3.331,164.0,1.368,107.0,-3.933,5.781,-7.555,5.072,-6.0,-903.0,-3.392,844.0,13.0,-217.0,-1.93,-1.774,4.0,18.0,5.8,4.9,5.1,44.8,40.5,24.9,30.5,22.2,-8.3,3.7,0.3,1.7,0.4,-8.8,-0.1,13.1,29.8,138.0,112.0,107.4,2.8,5.1,1.5,9.3,-16.8,5.6,-68.0,-1.774,31.759,25.943,20.32,8.22,5.06,4.5,-1.68,30.13,24.61,67.076,14.11,2.11,3.13,3.087
DUK_2020,DUK,2020,20.375,10.478,9.897,92.75965296803652,5.077,4.82,-1.821,497.0,3.496,-393.0,3.134,1.058,1.065,1.065,3.335,2.488,1.729,8.617,90.39,5.28,487.0,14.496,122.935,2.806,513.0,4.116,487.0,12.079,45.073,12.561,90.41,11.311,11.834,5.268,-395.0,32.525,122.935,3.103,3.905,-389.0,100.0,113.0,-136.0,6.696,-7.441,968.0,-6.0,-551.0,-7.03,74.0,2.268,-233.0,-576.0,-745.0,2.6,11.2,3.6,4.3,4.5,48.6,42.8,23.7,17.2,15.4,-3.7,3.8,0.3,1.8,0.4,-4.9,3.1,0.7,-9.7,-46.6,-34.1,-34.9,1.0,5.0,3.6,1.5,15.8,1.5,58.0,-745.0,32.234,26.467,19.13,8.19,4.53,2.93,-0.7,30.27,24.85,64.899,20.71,2.01,3.19,3.087
DUK_2021,DUK,2021,23.113,12.866,10.247,92.75965296803652,6.547,3.7,-1.837,713.0,2.576,-267.0,2.408,1.061,1.068,1.798,2.962,2.355,1.85,8.965,93.462,5.28,445.0,15.558,127.534,2.169,533.0,3.597,479.0,10.921,50.12,13.578,94.967,10.929,11.95,5.279,-237.0,32.567,127.534,2.309,3.973,-784.0,239.0,144.0,288.0,6.169,-7.586,572.0,-5.0,-334.0,-7.353,73.0,4.765,-116.0,1.945,-1.417,1.9,8.5,2.7,3.1,3.3,44.3,33.2,16.0,11.1,10.4,-6.1,3.9,0.3,2.0,0.4,13.4,3.5,-12.1,-23.2,-26.3,-23.2,-23.5,0.3,3.4,3.7,0.1,-7.9,-1.9,-90.2,-1.417,32.276,26.551,21.64,7.18,3.46,2.24,-1.33,30.22,24.86,72.695,30.19,2.25,3.15,3.202
DUK_2022,DUK,2022,29.279,18.652,10.627,92.75965296803652,5.257,5.37,-2.022,875.0,4.223,-795.0,3.535,1.075,1.081,1.917,3.716,2.677,2.106,10.416,96.703,5.161,406.0,18.617,134.891,3.525,614.0,6.894,502.0,15.724,50.656,12.782,100.359,11.538,13.673,5.417,-167.0,34.532,134.891,3.428,4.064,160.0,758.0,127.0,-2.235,6.302,-7.923,275.0,-13.0,-769.0,-8.43,1.808,4.137,-404.0,2.336,-1.621,2.7,12.1,3.7,4.4,4.6,36.3,32.2,18.3,14.4,12.1,-5.5,3.9,0.3,1.9,0.4,26.7,3.7,23.0,45.1,63.9,46.8,45.5,1.2,3.5,5.8,6.0,2.2,-4.4,-14.4,-1.621,34.532,28.965,27.09,8.73,4.97,3.26,-1.5,31.94,26.79,78.48,22.2,2.27,2.68,3.168
DUK_2023,DUK,2023,25.253,13.545,11.708,92.75965296803652,5.882,5.826,-2.446,965.0,4.345,-496.0,3.976,1.092,1.098,748.0,3.963,3.352,2.369,10.432,101.941,5.161,368.0,17.637,139.331,2.898,652.0,4.79,503.0,13.467,57.21,12.245,104.106,12.482,13.775,5.423,-177.0,35.225,139.331,3.849,4.986,-135.0,416.0,137.0,-1.7,7.553,-9.095,164.0,-21.0,-716.0,-9.668,36.0,4.371,-373.0,999.0,-1.542,2.9,12.9,4.0,4.5,4.7,46.4,42.8,23.1,17.2,15.7,-6.1,4.0,0.3,2.0,0.5,-13.8,10.2,14.6,8.5,2.9,12.5,11.0,1.6,5.4,3.3,2.0,19.9,-14.8,4.9,-1.542,35.225,29.696,23.0,9.85,5.31,3.62,-1.4,32.08,27.05,76.488,19.24,2.17,3.03,3.573
DUK_2024,DUK,2024,26.724,13.382,13.342,92.75965296803652,6.274,7.068,-2.743,904.0,5.229,-969.0,4.401,1.096,1.102,1.07,4.289,3.369,1.966,10.694,106.743,5.161,332.0,18.213,145.18,3.701,682.0,6.056,486.0,15.993,58.768,11.911,108.506,13.75,14.149,5.446,-78.0,36.674,145.18,4.26,5.266,1.421,626.0,132.0,-1.917,9.788,-8.955,369.0,-16.0,-798.0,-9.4,143.0,2.969,-366.0,-208.0,833.0,3.1,13.6,4.2,5.3,5.5,49.9,46.2,26.4,19.6,16.5,3.1,4.0,0.3,2.0,0.5,5.8,14.0,14.1,21.3,20.3,10.7,10.2,0.4,4.7,4.2,4.1,29.6,1.5,154.0,833.0,36.674,31.181,24.25,11.19,6.41,3.99,0.76,33.28,28.29,90.47,20.56,2.47,3.39,3.814
EBAY_2015,EBAY,2015,8.592,1.771,6.821,3.389,4.624,2.197,-47.0,256.0,2.406,-459.0,1.725,1.208,1.22,1.832,619.0,95.50167309872667,1.154,7.904,1.554,4.451,90.0,365.0,17.755,349.0,1.736,171.68833333333333,106.0,2.263,6.749,75.0,11.179,7.713,14.538,2.0,526.0,6.576,17.755,1.947,687.0,-106.0,-32.0,379.0,1.158,4.033,-668.0,-24.0,37.0,-2.956,-3.611,-1.928,-850.0,-1.776,-4.554,3.365,5.5,13.0,8.4,10.0,12.7,79.4,33.6,25.6,28.0,20.1,39.2,2.7,0.4,1.0,0.4,-2.3,-4.3,-8.7,-11.3,-4.3,118.23333333333335,134.86666666666667,-2.5,4.6,-60.7,-67.0,-29.0,-7.4,-33.4,3.365,6.576,2.035,7.04,2.36,1.8,1.42,2.76,5.39,1.67,32.536,18.86,4.95,3.79,1.5192222222222223
EBAY_2016,EBAY,2016,9.298,2.004,7.294,3.59,4.969,2.325,-100.0,1.426,3.651,3.634,7.266,1.133,1.144,1.816,1.182,95.50167309872667,544.0,8.875,1.516,4.501,102.0,4.884,23.847,283.0,184.0,1.451,110.0,3.847,7.509,499.0,13.308,14.959,14.907,2.0,-124.0,10.539,23.847,7.285,682.0,20.0,-4.556,416.0,-1.021,2.826,-626.0,-212.0,-1.149,-30.0,-2.017,-2.841,2.196,-99.0,-744.0,2.2,34.9,84.9,44.3,12.6,16.7,78.4,32.3,25.0,39.3,78.1,23.7,2.3,0.4,0.9,0.4,8.2,6.9,4.3,5.8,51.7,321.2,347.2,-6.2,-2.4,34.3,60.3,-29.9,6.3,-34.6,2.2,10.539,5.936,8.13,2.63,2.03,6.35,1.92,9.21,5.19,32.273,4.44,3.06,3.47,1.709
EBAY_2017,EBAY,2017,9.927,2.221,7.706,3.908,5.442,2.264,-115.0,126.0,2.275,-3.288,-1.017,1.064,1.064,2.12,1.358,95.50167309872667,523.0,7.744,1.597,4.773,69.0,5.472,25.986,330.0,1.036,781.0,137.0,3.559,9.234,1.72,17.937,13.929,15.293,2.0,717.0,8.049,25.986,-1.013,676.0,1.118,1.728,483.0,154.0,3.146,-666.0,-548.0,-79.0,-2.0,-1.295,-2.626,1.032,-190.0,-1.784,2.48,-4.1,-10.9,-5.4,10.1,12.9,77.6,29.6,22.8,22.9,-10.2,25.0,3.2,0.3,1.2,0.4,6.8,5.6,-2.2,-2.6,-37.7,-114.0,-115.0,-7.0,5.3,9.0,-23.6,11.3,-6.4,12.7,2.48,8.049,3.207,9.33,2.76,2.13,-0.95,2.33,7.56,3.01,38.834,-38.19,4.82,3.91,1.098
EBAY_2018,EBAY,2018,8.65,2.023,6.627,3.555,4.875,1.752,-166.0,663.0,2.249,-121.0,2.53,980.0,991.0,2.202,1.382,95.50167309872667,829.0,7.126,1.597,5.16,92.0,5.066,22.819,286.0,1.015,1.546,170.0,4.454,7.685,1.474,16.538,16.459,15.716,2.0,498.0,6.281,22.819,2.128,635.0,-503.0,-104.0,465.0,37.0,2.658,-623.0,727.0,2.786,4.0,2.894,-4.393,-750.0,-255.0,-5.398,2.035,10.4,35.3,15.1,8.1,10.6,76.6,27.6,20.3,26.0,29.2,23.5,3.6,0.3,1.5,0.4,-12.9,-14.0,-18.8,-22.6,-1.1,348.8,368.4,-6.9,2.177777777777778,-12.2,-22.0,-15.5,6.5,-17.9,2.035,6.281,1.029,8.73,2.41,1.77,2.55,2.05,6.34,1.04,25.684,10.15,4.09,2.97,1.091
EBAY_2019,EBAY,2019,7.429,1.585,5.844,2.854,4.074,1.77,-199.0,81.0,1.652,-219.0,1.786,849.0,856.0,901.0,1.18,95.50167309872667,775.0,4.706,2.043,4.533,39.0,5.578,18.174,229.0,892.0,1.02,129.0,4.066,6.738,1.684,15.304,17.754,16.126,2.0,384.0,2.87,18.174,1.433,600.0,-220.0,7.0,415.0,879.0,3.114,-508.0,-160.0,3.582,-127.0,2.787,-4.867,-1.55,-201.0,-7.091,2.606,8.7,39.0,13.4,10.1,14.0,78.7,31.9,23.8,22.2,24.0,35.1,6.3,0.2,2.9,0.5,-14.1,-11.8,-0.7,1.0,-26.5,-29.4,-18.0,-13.6,27.9,-20.4,-54.3,17.2,18.5,28.1,2.606,2.87,-1.702,8.68,2.77,2.07,2.09,3.04,3.35,-1.99,28.74,16.09,10.01,3.87,1.537
EBAY_2020,EBAY,2020,8.894,1.797,7.097,3.076,4.461,2.636,-266.0,975.0,3.345,-858.0,5.667,710.0,718.0,1.101,652.0,95.50167309872667,3.045,7.19,1.722,4.285,12.0,5.268,19.31,278.0,768.0,6.0,98.0,4.002,7.73,1.333,15.749,22.961,16.497,2.0,616.0,3.561,19.31,2.487,583.0,-220.0,414.0,417.0,-1.262,2.419,-463.0,86.97555555555556,242.0,4.015,3.794,-5.047,-6.0,-192.0,-5.692,1.956,30.2,176.2,49.9,17.3,24.4,79.8,36.2,29.6,37.6,63.7,22.0,5.4,0.2,2.3,0.4,19.7,21.4,35.8,48.9,102.5,217.3,277.5,-16.1,-15.7,6.3,24.1,-22.3,8.9,-24.9,1.956,3.561,-736.0,12.39,4.48,3.67,7.89,2.72,4.96,-1.03,34.371,6.07,9.65,3.86,2.209
EBAY_2021,EBAY,2021,10.42,2.65,7.77,3.091,4.847,2.923,-250.0,-2.275,398.0,-146.0,13.608,652.0,663.0,1.379,887.0,95.50167309872667,901.0,9.111,1.525,4.178,67.33333333333333,3.846,26.626,262.0,669.0,1.355,79.0,4.622,7.727,1.183,16.848,36.09,16.659,2.0,398.0,9.778,26.626,252.0,502.0,-134.0,-680.0,477.0,2.24,2.657,-444.0,2.439,-3.416,5.084,3.663,-6.962,1.322,-426.0,-6.532,2.213,59.2,204.0,88.7,15.1,19.4,74.6,32.9,28.1,3.8,130.6,21.2,2.7,0.4,0.9,0.3,17.2,9.5,6.4,10.9,-88.1,140.1,160.3,-7.7,-11.4,37.9,174.6,9.8,4.1,13.1,2.213,9.778,5.6,15.72,5.17,4.41,20.54,3.34,14.75,8.45,39.501,2.9,4.04,3.79,1.34
EBAY_2022,EBAY,2022,9.795,2.68,7.115,3.099,4.765,2.35,-162.0,-3.789,-1.601,327.0,-1.269,558.0,558.0,2.154,975.0,95.50167309872667,844.0,9.29,1.751,4.262,67.33333333333333,3.75,20.85,261.0,828.0,1.15,34.0,4.271,7.721,1.042,15.697,34.315,17.279,2.0,259.0,5.153,20.85,-1.274,442.0,-377.0,-780.0,494.0,3.749,2.254,-449.0,887.0,2.092,-69.0,2.461,-3.056,-212.0,-35.0,-3.792,1.805,-5.3,-17.0,-7.6,11.4,14.4,72.6,28.5,24.0,-16.3,-13.0,18.4,4.0,0.2,1.8,0.4,-6.0,-8.4,-18.5,-19.6,-502.3,-109.3,-111.1,-15.8,14.8,-21.7,-47.3,-15.2,-1.1,-18.4,1.805,5.153,891.0,17.55,5.0,4.21,-2.27,3.23,9.23,1.6,22.352,-17.61,4.34,2.28,1.295
EBAY_2023,EBAY,2023,10.112,2.833,7.279,3.413,5.338,1.941,-59.0,1.825,3.707,-932.0,2.767,530.0,533.0,1.985,1.206,95.50167309872667,818.0,11.016,1.736,4.267,67.33333333333333,3.472,21.62,267.0,899.0,750.0,34.0,4.52,6.973,936.0,15.224,36.531,17.792,2.0,185.0,6.396,21.62,2.775,403.0,-94.0,255.0,575.0,-1.488,2.426,-456.0,106.0,628.0,-38.0,240.0,-1.318,-1.15,546.0,-2.45,1.97,13.0,47.9,19.1,10.9,14.4,72.0,23.2,19.2,36.7,27.4,19.5,3.4,0.3,1.3,0.4,3.2,2.3,-16.0,-17.4,331.5,318.0,328.6,-4.5,-0.9,3.7,24.1,7.6,-1.6,9.1,1.97,6.396,2.129,18.97,4.4,3.64,5.19,3.7,12.0,3.99,22.552,8.15,3.53,2.23,1.76
EBAY_2024,EBAY,2024,10.283,2.88,7.403,3.233,5.085,2.318,13.0,-53.0,2.278,-297.0,1.975,496.0,501.0,2.433,1.185,95.50167309872667,492.0,7.567,1.69,4.269,67.33333333333333,3.4,19.365,257.0,730.0,1.673,32.0,6.098,5.752,632.0,14.207,37.951,18.289,2.0,206.0,5.158,19.365,1.981,324.0,-34.0,-874.0,588.0,429.0,2.414,-458.0,4.341,-1.549,-121.0,2.213,-3.057,-309.0,93.0,-3.806,1.956,9.6,34.2,14.4,14.1,19.1,72.0,25.7,22.5,22.2,19.2,19.0,3.8,0.3,1.5,0.4,1.7,1.7,12.7,19.4,-38.5,-28.6,-24.1,-6.0,-2.6,-10.4,-19.4,-0.5,-0.4,-0.7,1.956,5.158,889.0,20.52,5.27,4.63,3.94,3.9,10.3,1.77,29.178,14.77,5.66,2.84,1.634
